1.764,5.935,28.395,68.095,95.493,177.234,
4.399,3.882,19.827,31.540,79.856,183.340,
4.244,5.174,19.474,43.062,110.680,170.398,
3.802,8.688,28.620,36.995,99.276,182.804,
5.340,5.329,17.723,35.826,106.827,175.065,
4.045,3.957,18.069,37.844,104.974,168.796,
5.010,3.851,12.681,41.299,84.000,177.322,
3.629,4.886,18.650,41.886,107.691,160.333,
5.390,3.477,16.503,41.800,101.874,174.786,
3.774,6.337,18.175,37.842,100.190,201.014,
