10,20,50,100,200,300
2.838,1.856,12.739,74.754,538.125,1779.412
2.986,1.863,11.661,74.798,536.373,1753.461
2.932,1.708,11.533,78.658,531.723,1786.217
3.024,2.074,11.034,73.841,529.993,1749.189
2.754,2.172,13.768,71.746,529.892,768.890
2.521,1.854,12.757,72.405,526.591,1764.276
2.924,2.125,15.000,76.761,536.880,1790.554
2.573,2.081,12.155,74.593,526.681,759.821
2.650,1.776,11.576,72.720,526.376,763.564
2.599,1.823,13.145,72.900,528.873,765.852
